,Coccion,T_desgrasante,Composicion,Densidad,Textura,Grosor₍mm),Tamaño(cm),Acabado_Interno,Acabado_Externo,Dureza,Ahumado,Tecnica,Elemento₁,Localizacion,Baño,Engobe,cluster
379,0,1,5,0,0,7,3,2,2,1,0,4,3,1,0,0,2
380,0,1,0,0,0,6,3,2,2,1,2,0,0,0,0,0,2
381,0,2,2,0,0,7,3,3,3,1,0,0,0,0,0,0,2
382,0,2,2,0,0,6,3,1,3,1,0,0,0,0,0,0,2
383,0,1,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
384,0,1,6,0,0,6,2,2,2,1,0,4,3,1,0,0,2
385,0,1,2,0,0,5,3,3,3,0,0,0,0,0,0,0,2
386,0,2,1,0,0,10,3,2,2,1,0,0,0,0,0,0,2
387,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,2
388,0,3,5,0,0,12,4,2,2,0,0,0,0,0,0,0,2
389,0,2,2,0,0,7,5,3,3,1,0,0,0,0,0,0,2
390,0,1,6,0,0,7,2,2,2,1,0,0,0,0,0,0,2
391,0,2,0,0,0,6,2,1,2,1,0,0,0,0,0,0,2
392,0,2,6,0,0,7,2,2,2,1,0,0,0,0,0,0,2
393,0,2,6,0,0,8,3,2,2,1,3,0,0,0,0,0,2
394,0,2,5,0,0,7,2,2,2,1,0,0,0,0,0,0,2
395,0,3,2,0,0,8,4,2,2,1,1,0,0,0,0,0,2
396,1,2,6,0,0,7,2,2,2,0,0,0,0,0,0,0,2
397,0,2,5,0,0,7,3,2,2,1,0,0,0,0,0,0,2
398,0,3,2,0,0,9,3,2,2,1,0,0,0,0,0,0,2
399,0,1,6,0,0,7,4,2,2,1,0,0,0,0,0,0,2
400,0,1,6,0,0,6,2,2,3,1,0,0,0,0,0,0,2
401,0,3,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
402,0,2,2,0,0,8,3,1,2,1,0,0,0,0,0,0,2
403,0,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,2
404,0,3,5,1,0,5,3,1,1,0,0,0,0,0,0,0,1
405,1,1,0,1,0,8,2,1,1,0,0,0,0,0,0,0,1
406,0,2,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
407,0,2,6,0,0,7,3,2,2,1,0,0,0,0,0,0,2
408,0,2,6,0,0,8,3,1,2,1,0,4,3,1,0,0,2
409,0,2,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
410,0,1,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
411,0,1,6,0,0,7,3,2,2,1,0,0,0,0,0,0,2
412,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
413,0,1,2,0,0,8,3,2,2,1,0,0,0,0,0,0,2
414,0,1,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
415,1,3,2,0,0,8,5,2,2,1,0,0,0,0,0,0,2
416,1,2,2,0,0,9,6,2,2,1,0,0,0,0,0,0,2
417,1,2,6,0,0,7,5,2,1,0,0,0,0,0,0,0,2
418,1,1,6,0,0,7,4,2,2,1,0,0,0,0,0,0,2
419,0,2,6,0,0,13,4,2,2,1,0,0,0,0,0,0,2
420,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
421,0,2,0,0,0,15,6,2,2,1,0,4,3,1,0,0,3
422,0,2,6,0,0,6,3,2,2,1,0,0,0,0,0,0,2
423,0,2,0,0,0,13,3,2,2,1,0,0,0,0,0,0,2
424,1,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,2
425,0,2,0,0,1,8,2,2,2,1,2,0,0,0,0,0,2
426,0,2,4,0,0,4,2,1,1,0,0,0,0,0,0,0,2
427,1,0,4,0,0,6,5,2,2,0,0,0,0,0,0,0,2
428,1,0,4,0,0,9,3,2,2,1,0,0,0,0,0,0,2
429,1,0,4,0,0,8,4,2,2,1,0,0,0,0,0,0,2
430,1,0,4,0,0,7,4,2,2,1,0,0,0,0,0,0,2
431,1,0,4,0,0,9,3,2,2,1,0,0,0,0,0,0,2
432,1,0,4,0,0,8,3,2,2,1,0,0,0,0,0,0,2
433,1,0,4,0,0,6,3,2,2,1,0,0,0,0,0,0,2
434,0,2,5,0,0,7,5,2,2,1,0,0,0,0,0,0,2
435,0,1,5,0,0,4,3,2,2,1,0,0,0,0,0,0,2
436,1,0,5,0,0,7,2,2,3,1,0,0,0,0,0,0,2
437,0,0,2,0,0,7,3,2,2,0,0,0,0,0,0,0,2
438,0,0,2,0,0,8,3,1,2,0,0,0,0,0,0,0,2
439,0,0,2,0,0,8,4,3,3,0,0,0,0,0,0,0,2
440,0,1,2,0,0,10,3,3,3,0,0,0,0,0,0,0,2
441,1,0,0,0,0,7,4,2,2,1,0,0,0,0,0,0,2
442,1,1,5,0,0,6,4,3,3,1,0,0,0,0,0,0,2
443,1,0,2,0,0,6,3,3,3,1,0,0,0,0,0,0,2
444,1,0,5,0,0,7,3,3,3,1,0,0,0,0,0,0,2
445,0,2,0,0,0,6,2,2,2,1,0,0,0,0,0,0,2
446,0,2,5,0,0,7,3,2,2,2,0,0,0,0,0,0,2
447,0,3,1,1,0,10,3,2,2,1,0,0,0,0,0,1,1
448,0,3,1,1,0,10,3,2,2,1,0,0,0,0,0,1,1
449,0,3,1,1,0,12,3,2,2,1,0,0,0,0,0,0,1
450,0,3,1,1,0,11,3,2,0,2,0,9,0,0,0,1,4
451,0,3,1,1,0,9,3,2,2,2,0,9,0,0,0,0,1
452,0,3,1,1,0,10,3,2,2,2,0,9,0,0,0,0,1
453,0,3,1,1,0,9,3,2,2,1,0,0,0,0,0,0,1
454,0,3,1,1,0,12,3,2,0,1,0,0,0,0,0,1,1
455,0,3,1,1,0,11,4,0,2,0,0,0,0,0,0,1,1
456,0,3,1,1,0,12,5,2,2,1,1,0,0,0,0,0,1
457,0,3,1,1,0,10,5,2,0,1,0,0,0,0,0,1,1
458,1,0,4,0,0,6,5,2,2,1,0,0,0,0,0,0,2
459,1,0,4,0,0,9,7,2,2,0,0,0,0,0,0,0,2
460,1,1,4,0,0,6,4,3,3,1,0,0,0,0,3,0,2
461,1,0,4,0,0,8,3,1,3,0,2,0,0,0,0,0,2
462,1,0,4,0,0,8,5,3,3,0,3,0,0,0,0,0,2
463,1,0,4,0,0,7,5,3,3,0,2,0,0,0,0,0,2
464,1,0,4,0,0,7,5,3,3,0,0,0,0,0,0,0,2
465,1,0,4,0,0,9,4,1,2,0,0,0,0,0,0,0,2
466,1,0,4,0,0,8,4,3,3,0,0,0,0,0,0,0,2
467,1,0,4,0,0,7,5,3,3,0,0,0,0,0,0,0,2
468,1,0,4,0,0,7,5,3,3,0,0,0,0,0,3,0,2
469,1,0,4,0,0,8,6,3,3,0,0,0,0,0,0,0,2
470,1,0,4,0,0,7,6,3,3,0,0,0,0,0,0,0,2
471,1,0,1,0,0,8,4,3,3,1,0,0,0,0,0,0,2
472,1,0,1,0,0,7,4,3,3,1,0,0,0,0,0,0,2
473,1,0,1,0,0,6,4,3,3,0,0,0,0,0,0,0,2
474,1,0,1,0,0,7,4,3,3,1,0,0,0,0,0,0,2
475,1,0,1,0,0,7,5,3,3,0,1,0,0,0,0,0,2
476,1,0,1,0,0,7,5,3,3,0,1,0,0,0,0,0,2
477,1,0,1,0,0,7,3,3,3,0,1,0,0,0,0,0,2
478,1,0,1,0,0,7,3,3,3,0,0,0,0,0,0,0,2
479,1,0,1,0,0,7,3,3,3,0,1,0,0,0,0,0,2
480,1,0,1,0,0,13,4,1,1,0,0,0,0,0,0,0,2
481,0,0,4,0,0,6,3,2,2,0,0,0,0,0,0,0,2
482,1,1,0,0,0,8,6,2,0,0,0,0,0,0,0,0,2
483,1,0,0,0,0,7,5,2,2,0,0,0,0,0,0,0,2
484,1,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,2
485,0,0,4,0,0,9,4,2,2,0,0,0,0,0,0,0,2
486,0,0,4,0,0,9,4,2,2,0,0,0,0,0,0,0,2
487,0,0,2,0,0,7,5,2,2,1,0,0,0,0,0,0,2
488,1,0,0,0,0,11,3,2,2,0,0,7,8,1,0,0,3
489,1,0,0,0,0,11,4,2,3,0,0,7,8,1,0,0,3
490,0,3,4,1,2,19,3,0,0,0,0,0,0,0,0,0,4
491,1,3,4,1,2,12,4,2,2,0,0,0,0,0,0,0,4
492,1,3,4,1,2,18,6,2,2,0,0,0,0,0,0,0,4
493,1,3,4,1,2,17,6,2,2,0,1,0,0,0,0,0,4
494,0,3,4,1,2,17,6,2,2,0,0,0,0,0,0,0,1
495,0,3,4,1,2,15,5,2,2,0,0,0,0,0,0,0,1
496,0,3,4,1,2,2,4,2,2,0,0,0,0,0,0,0,1
497,0,3,4,1,2,16,5,2,2,0,0,0,0,0,0,0,1
498,1,1,5,0,0,8,4,2,2,1,0,0,0,0,0,0,2
499,0,1,6,0,0,8,6,2,2,1,1,0,0,0,0,0,2
500,0,1,0,0,0,9,4,2,2,0,1,0,0,0,1,0,2
501,0,1,4,0,0,9,3,2,2,0,0,0,0,0,0,0,2
502,1,2,0,1,0,9,6,2,2,0,1,0,0,0,0,0,1
503,1,2,0,1,0,9,4,1,2,0,1,0,0,0,0,0,1
504,0,2,4,0,0,10,3,2,2,0,1,0,0,0,0,0,2
505,0,2,4,1,0,10,2,2,2,1,1,0,0,0,0,0,1
506,0,2,0,0,0,11,3,2,2,0,1,0,0,0,0,0,2
507,0,2,4,0,0,9,5,2,2,1,1,0,0,0,0,1,2
508,0,1,5,0,0,8,4,2,1,1,0,0,0,0,0,0,2
509,0,1,5,0,0,7,3,2,2,1,0,0,0,0,0,0,2
510,0,1,5,0,0,6,3,2,2,0,0,0,0,0,0,0,2
511,0,1,0,0,0,9,2,2,2,1,0,0,0,0,0,0,2
512,0,1,4,0,0,10,5,2,2,1,0,0,0,0,0,0,2
513,1,0,0,0,0,5,2,3,3,1,0,0,0,0,0,0,2
514,1,0,0,0,0,5,2,3,3,1,0,0,0,0,0,0,2
515,0,0,5,0,0,4,3,3,3,1,2,0,0,0,0,0,2
516,1,1,0,0,0,7,4,3,3,1,0,0,0,0,0,0,2
517,0,2,5,0,0,6,3,3,3,1,0,0,0,0,0,0,2
518,0,1,4,0,0,8,3,3,3,1,0,0,0,0,0,0,2
519,0,1,6,0,0,7,3,3,3,1,0,0,0,0,0,0,2
520,0,2,6,0,0,1,4,2,2,1,0,0,0,0,0,0,2
521,0,2,6,0,0,9,4,2,2,1,0,0,0,0,0,0,2
522,1,1,0,0,0,9,3,2,1,2,0,0,0,0,0,0,2
523,1,2,3,0,0,7,4,2,2,1,0,0,0,0,0,0,2
524,1,2,2,1,0,19,9,3,3,1,0,0,0,0,2,0,4
525,0,3,5,0,0,9,4,2,1,1,0,0,0,0,0,0,2
526,0,2,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
527,0,1,4,0,0,13,5,2,2,0,0,0,0,0,0,0,2
528,0,2,0,0,0,10,4,2,2,1,0,0,0,0,3,0,2
529,1,0,2,0,0,5,3,3,3,2,0,0,0,0,0,0,2
530,1,0,2,0,0,5,3,3,3,2,0,7,8,1,0,0,3
531,1,0,2,0,0,4,3,3,3,2,0,0,0,0,0,0,2
532,1,0,2,0,0,5,3,3,3,2,0,0,0,0,0,0,2
533,1,2,2,0,0,7,4,3,3,2,0,0,0,0,0,0,2
534,0,2,6,0,0,14,4,2,2,0,0,0,0,0,0,0,2
535,1,1,6,0,0,10,3,2,2,1,0,0,0,0,0,0,2
536,0,2,5,0,0,10,3,1,1,0,0,0,0,0,0,0,2
537,1,1,5,0,0,8,6,3,3,1,3,0,0,0,0,0,2
538,1,1,5,0,0,8,4,3,3,1,1,0,0,0,2,0,2
539,1,1,5,0,0,12,5,3,3,1,0,0,0,0,0,0,2
540,1,1,5,0,0,8,4,3,3,1,3,0,0,0,2,0,2
541,0,2,2,0,0,11,3,3,3,1,0,0,0,0,0,0,2
542,0,2,4,0,0,13,3,2,2,0,0,0,0,0,0,0,2
543,0,2,6,0,0,12,4,2,2,1,0,0,0,0,0,0,2
544,0,2,5,0,0,13,3,1,1,0,0,0,0,0,0,0,2
545,0,3,5,0,0,12,3,2,2,1,0,0,0,0,0,0,2
546,0,2,2,0,0,8,3,2,2,1,1,0,0,0,0,0,2
547,0,2,2,0,0,9,3,2,2,1,1,0,0,0,0,0,2
548,0,1,2,0,0,7,4,3,3,1,0,0,0,0,0,0,2
549,1,1,5,0,0,8,3,3,3,1,0,0,0,0,2,0,2
550,0,1,6,0,0,5,2,3,3,1,0,0,0,0,0,0,2
551,0,2,6,0,0,7,2,3,3,0,0,0,0,0,0,0,2
552,0,2,6,0,0,11,3,2,2,1,0,0,0,0,0,0,2
553,0,1,2,0,0,5,3,2,2,1,0,0,0,0,0,0,2
554,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
555,0,2,6,0,0,9,4,2,2,1,0,0,0,0,0,0,2
556,0,2,6,0,0,9,3,2,2,1,0,0,0,0,0,0,2
557,1,3,5,1,2,9,3,2,2,1,0,0,0,0,0,0,4
558,1,3,5,1,2,1,2,2,2,1,0,0,0,0,0,0,4
559,0,3,2,0,2,8,3,2,2,1,0,0,0,0,0,0,2
560,0,3,6,0,0,8,2,2,2,1,3,0,0,0,0,0,2
561,0,1,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
562,0,1,6,0,0,8,2,2,2,1,0,0,0,0,0,0,2
563,0,1,6,0,0,6,3,3,3,1,0,0,0,0,0,0,2
564,1,3,2,0,0,8,3,2,1,1,1,0,0,0,0,0,2
565,1,3,4,1,0,10,4,2,1,0,0,0,0,0,0,0,1
566,1,2,5,0,0,10,3,2,2,0,0,0,0,0,0,0,2
567,0,2,6,0,0,7,3,2,2,0,2,0,0,0,0,0,2
568,0,2,6,0,0,5,3,2,2,0,2,0,0,0,0,0,2
569,0,2,2,0,0,9,5,2,3,1,2,0,0,0,0,0,2
570,0,1,2,0,0,7,3,3,2,0,0,0,0,0,0,0,2
571,0,2,2,0,0,10,5,3,3,1,0,0,0,0,0,0,2
572,0,1,6,0,0,7,2,3,3,1,0,0,0,0,0,0,2
573,0,1,5,0,0,6,3,1,2,0,0,0,0,0,0,0,2
574,0,1,6,0,0,5,3,1,1,0,0,0,0,0,0,0,2
575,0,1,6,0,0,8,2,2,2,0,0,0,0,0,0,0,2
576,0,1,6,0,0,6,3,2,2,1,0,0,0,0,0,0,2
577,0,2,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
